"CID","FeatureHydrophobeCount3D","HBondAcceptorCount","HBondDonorCount","IsomericSMILES","MolecularWeight","drug_class"
"71310504","4.0","2","0","[2H]C1=C(C(=C2C(=C1[2H])C(=O)C(=C(C2=O)C([2H])([2H])[2H])C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[2H])[2H]","457.75","hematologic"
"70689311","NA","20","10","CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]","1347.385","hematologic"
"70678542","NA","20","10","CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co]","1347.385","hematologic"
"69848339","NA","11","4","C[C@H]([C@@H](CC1=CC=CC(=C1)C(=N)N)C(=O)OC)NC(=O)C2=CC=C(C=C2)C3=CC(=C(C=C3)OC)OC.C(=O)(C(F)(F)F)O","603.595","hematologic"
"69691104","3.0","4","3","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)C2)O)O","350.499","hematologic"
"67548346","NA","5","3","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O.[Na]","375.461","multi"
"66766111","0.0","7","1","CC(C(=O)N1CCOCC1)N2CCC(C2=O)NS(=O)(=O)C=CC3=CC=C(S3)Cl","447.949","hematologic"
"66680579","1.0","7","4","CC(C)C1=CC(=C2NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)C(=O)C=C1OP(=O)(O)O","444.384","multi"
"60196272","0.0","8","2","COC1=C(C=C(C=C1)S(=O)(=O)N2[C@@H]([C@@](C3=C2C=CC(=C3)Cl)(C4=CC=CC=C4Cl)O)C(=O)N5CCC[C@@H]5C(=O)N)OC","620.498","hematologic"
"57369860","3.0","3","2","CCCCCC(C=C[C@H]1CC2CC(C2)C1CC=CCCCC(=O)O)O","348.527","multi"
"57358270","NA","6","1","CC(=O)C1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@]2(C#C)O)CCC4=CC(=O)CC[C@H]34","703.357","multi"
"57357928","NA","7","4","C1=C(C=C(C2=C1O[Bi]O2)O)C(=O)O.O.O","413.114","multi"
"57339238","NA","8","2","C(C[NH+](CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-].[Na+].[Na+]","336.208","hematologic"
"57138572","4.0","2","0","CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C","450.707","hematologic"
"56842075","NA","125","107","CC[C@H](C)[C@H]1C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H]3C(=O)N[C@H]4CSSC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N3)CC(C)C)CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H]7CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6)[C@@H](C)O)C)C)CC(=O)O)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N1)CCCCN)C)CCCNC(=N)N)CO)CC8=CC=CC=C8)CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC4=O)CCC(=O)O)CCC(=O)N)NC(=O)[C@@H]9CCCN9C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC7=O)CO)CO)CCC(=O)O)CC(=O)N)CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)CN)CCCCN)CC(C)C)CCCNC(=N)N)C)CCC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC2=O)CCCNC(=N)N)[C@@H](C)CC)CCCNC(=N)N)CC(=O)O)CCSC)CC(=O)O)CC(=O)O)CCCNC(=N)N)[C@@H](C)O)CCC(=O)N)CO)C)CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)O","7318.217","multi"
"56842039","NA","93","80","CC[C@H](C)[C@H]1C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]3CSSC[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N3)[C@@H](C)O)CCCCN)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CCCCN)CCCNC(=N)N)C)CCCNC(=N)N)CC(=O)O)CC(=O)O)CC(C)C)CC(=O)O)CC(=O)O)CC6=CC=C(C=C6)O)C(=O)N4)CO)CCC(=O)O)NC(=O)[C@H](CCC(=O)O)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N1)[C@@H](C)O)CCC(=O)O)CCCCN)CC(C)C)CC7=CC=CC=C7)CCCCN)CC(=O)N)CCCNC(=N)N)CC(=O)O)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)N)C(=O)N9CCC[C@H]9C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)O","5399.045","hematologic"
"56841898","NA","28","20","C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+].[Fe+3]","859.423","hematologic"
"56840781","NA","8","2","C(C[NH+](CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2]","376.286","hematologic"
"54685524","0.0","8","2","CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O","408.362","hematologic"
"54683990","1.0","3","1","CCCC(C1=CC=C(C=C1)CCCl)C2=C(C3=CC=CC=C3OC2=O)O","356.846","hematologic"
"54682651","0.0","4","1","CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(C3=CC=CC=C3OC2=O)O","342.775","hematologic"
"54680692","1.0","3","1","CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O","280.323","hematologic"
"54680676","1.0","3","1","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br","523.426","hematologic"
"54680085","1.0","4","2","C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O","527.414","hematologic"
"54678486","0.0","4","1","CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O","308.333","hematologic"
"54676884","0.0","3","1","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=CC=C6","444.53","hematologic"
"54676537","0.0","6","1","CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O","353.33","hematologic"
"54676038","0.0","6","2","C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O","336.299","hematologic"
"54381650","0.0","5","1","CN(C)CCONC(=CC=C1C=CC(=O)C=C1)C2=CC=CC=C2F","328.387","multi"
"53487898","NA","97","93","CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H]2CSSC[C@@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N4CCC[C@@H]4C(=O)N5CCC[C@H]5C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCC(=O)N6CCC[C@H]6C(=O)N[C@H](CSSC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N3)CC(=O)O)CCC(=O)O)C)CO)CCCCN)CC7=CC=CC=C7)CC(=O)N)CC(=O)N)CCCNC(=N)N)CCCCN)C)CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CCC(=O)N)[C@@H](C)O)CC8=CC=CC=C8)C(C)C)CC9=CC=C(C=C9)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)C)CCCCN)[C@H](C)O)CC1=CC=C(C=C1)O)CCC(=O)O)CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)N)C(=O)NCC(=O)NCC(=O)N[C@H](C)C(=O)O)[C@@H](C)O)CCCNC(=N)N)CCSC)CC(C)C)C)CCCCN)C)CC(=O)N)CC1=CC=C(C=C1)O)CC1=CC=CC=C1)CC1=CC=C(C=C1)O)CCCNC(=N)N)[C@H](C)CC","6511.509","hematologic"
"53486260","3.0","4","3","CC#CCC(C)[C@H](/C=C/C1[C@@H]2C/C(=C\CCCC(=O)O)/C[C@@H]2CC1O)O","360.494","multi"
"53486257","NA","5","2","CC#CCC(C)[C@@H](/C=C/C1[C@@H](C[C@H]2[C@@H]1C3=C(O2)C(=CC=C3)CCCC(=O)[O-])O)O.[Na+]","420.481","multi"
"53477749","NA","20","10","CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]","1347.385","hematologic"
"53477739","NA","16","13","C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N","1056.225","multi"
"53395145","NA","7","2","CN1C(CC2=CC(=NNC(=O)N)C(=O)C=C21)S(=O)(=O)[O-].[Na+]","322.271","hematologic"
"53394043","NA","4","3","CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O","360.494","multi"
"51397006","3.0","4","3","CC#CC[C@@H](C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O","360.494","multi"
"49868115","NA","4","2","O[Fe]=O.O[Fe]=O.[Fe]","233.547","hematologic"
"49852292","NA","52","11","CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]","1730.051","hematologic"
"46783812","NA","20","17","CC(=O)O.C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N.O.O.O","1183.321","hematologic"
"46783786","NA","9","2","CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].C(=O)(N)N.[Ca+2]","458.436","multi"
"46173707","0.0","16","11","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O","504.438","multi"
"45358438","NA","5","3","CC#CCC(C)C(/C=C\C1C(CC2C1C3=C(O2)C(=CC=C3)CCCC(=O)O)O)O","398.499","multi"
"45358120","0.0","8","1","CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)O)OC4=CC=C(C=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)OC)OC","624.778","multi"
"45358010","1.0","10","3","C[C@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5C3([C@@H]2O)C6([C@@H](C5)C(C)(C)C)[C@H](C(=O)OC6O4)O)O","424.402","multi"
"45357193","NA","20","10","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])O[C@@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]","1347.385","hematologic"
"45115211","0.0","5","3","C[C@H]([C@H](CC1=CC=CC(=C1)C(=N)N)C(=O)OC)NC(=O)C2=CC=C(C=C2)C3=CC=[N+](C=C3)[O-]","446.507","hematologic"
"44630049","NA","19","9","[C@@H]1([C@@H]([C@H](O[C@H]([C@H]1O)O[C@H]2[C@@H]([C@@H]([C@@H](O[C@H]2C(=O)O)O[C@H]3[C@@H]([C@@H]([C@@H](O[C@H]3C(=O)[O-])O)O)O)O)O)C(=O)[O-])O)O.[Ca+2]","584.449","hematologic"
"44610678","NA","11","4","CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C","720.257","hematologic"
"44475014","NA","20","10","CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH-].[Co+3]","1346.377","hematologic"
"44473100","0.0","7","2","CC1=CC2=C(O1)C=CC(=C2)NC(=N[C@H]3CCCCN(C3=O)CC(=O)N4CCCC4)NC(=O)C5=CN=C(C=C5)C(=O)N(C)C","587.681","hematologic"
"44249821","0.0","5","2","CC1=CC2=C(O1)C=CC(=C2)NC(=N[C@H]3CCCCN(C3=O)CC(=O)N4CCCC4)NC#N","436.516","hematologic"
"44144275","0.0","8","1","CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC","624.778","multi"
"44134767","NA","20","11","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.Cl.[Co+2]","1383.843","hematologic"
"44134766","NA","21","10","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.CC(=O)O.[Co]","1389.422","hematologic"
"37888689","1.0","5","2","CC/C(=C\C(=N/O)\C(=O)N)/[C@H](C)[N+](=O)[O-]","215.209","multi"
"25244225","NA","21","5","C([C@@H]1C([C@@H](C(C(O1)O)NS(=O)(=O)[O-])O)O[C@H]2C([C@H](C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-]","591.435","multi"
"25243905","NA","27","6","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O","832.358","hematologic"
"25113755","0.0","6","3","C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)OS(=O)(=O)O)O)O","308.304","multi"
"25022378","NA","12","5","CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C.O","738.272","hematologic"
"24978524","NA","14","12","C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.[Fe]","448.155","hematologic"
"24892771","NA","20","10","CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2]","1347.385","hematologic"
"24883993","1.0","10","3","C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5C3(C2O)C6([C@H](C(=O)O[C@H]6O4)O)C(C5)C(C)(C)C)O","424.402","multi"
"24883467","NA","8","2","[H+].COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)[O-]","419.891","hematologic"
"24868263","3.0","5","2","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O)O","351.463","multi"
"24849109","NA","24","15","[C@H]([C@@H]([C@H](C(=O)[O-])O)O)([C@@H](C(=O)O)O)O.[C@H]([C@@H]([C@H](C(=O)[O-])O)O)([C@@H](C(=O)O)O)O.[C@H]([C@@H]([C@H](C(=O)[O-])O)O)([C@@H](C(=O)O)O)O.[Fe+3]","683.235","hematologic"
"24721429","0.0","8","1","CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC","624.778","multi"
"23724828","NA","24","18","C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.O.O.O.[Fe+3]","695.331","hematologic"
"23706212","NA","4","0","CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[K+]","346.423","hematologic"
"23693558","NA","7","5","C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+].[Fe+3]","273.982","hematologic"
"23693089","NA","7","4","[C@@H]1([C@H]([C@H](OC([C@@H]1O)O)C(=O)[O-])O)O.[Na+]","216.121","hematologic"
"23687236","NA","4","1","CC1=C(C=C(C=C1)N2C=CN=C2)C(C3=C(C=C(C=C3C)C(=O)[O-])C)O.[Na+]","358.373","multi"
"23679064","NA","9","3","C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=C(C(=O)N=C(N4)N)N=C3SC5=CC=C(C=C5)Cl)O)OP(=O)(O1)[O-].[Na+]","509.79","hematologic"
"23678413","NA","9","5","C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N.[K+]","479.494","hematologic"
"23676207","NA","5","2","CC#CCC(C)C(/C=C/C1C(CC2C1C3=C(O2)C(=CC=C3)CCCC(=O)[O-])O)O.[Na+]","420.481","multi"
"23675784","NA","8","4","CN1CC(C2=C/C(=N\NC(=O)N)/C(=O)C=C21)O.C1=CC=C(C(=C1)C(=O)[O-])O.[Na+]","396.335","hematologic"
"23675680","NA","7","2","CN1C(CC2=C/C(=N/NC(=O)N)/C(=O)C=C21)S(=O)(=O)[O-].[Na+]","322.271","hematologic"
"23673318","NA","4","0","CC1=CC2=C(C=C1C)N(C=N2)C/C=C/3\C4=CC=CC=C4COC5=C3C=C(C=C5)C(=O)[O-].[Na+]","432.455","hematologic"
"23670516","NA","7","2","CN1C(CC2=C/C(=N\NC(=O)N)/C(=O)C=C21)S(=O)(=O)[O-].[Na+]","322.271","hematologic"
"23669636","NA","4","1","COC1=C(C=CC(=C1)/C=C/C(=O)[O-])O.[Na+]","216.168","multi"
"23665888","NA","5","0","CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-].[Na+]","276.238","hematologic"
"23665864","NA","8","1","C1CN(CCC1C(=O)[O-])C2=NC3=C(C=C(C=C3)Cl)C(=N2)NCC4=CC5=C(C=C4)OCO5.[Na+]","462.866","hematologic"
"23663987","NA","5","1","CC1=CC2=C(C=C1C)N(C=N2)C/C=C/3\C4=CC=CC=C4COC5=C3C=C(C=C5)C(=O)[O-].O.[Na+]","450.47","hematologic"
"23663981","NA","4","0","C1CC2=C(C=C1C(=O)[O-])SC(=C2)CN3C=CN=C3.[Na+]","282.293","multi"
"23663942","NA","3","0","C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)[O-].[Na+]","250.233","multi"
"23663404","NA","5","2","CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C3=C(O2)C(=CC=C3)CCCC(=O)[O-])O)O.[Na+]","420.481","multi"
"23616740","NA","14","10","C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Fe+2]","446.139","hematologic"
"22976653","0.0","2","0","CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=C4C=CC=CC4=C(C5=CC=CC=C53)N(C6=CC=C(C=C6)C)C7=CC=C(C=C7)C","568.764","multi"
